Image Path,Text on Page
C:\Users\valak\Desktop\thesis\images\page_219_image_3.png,This individual was assaulted by multiple people with bottles and a baseball bat. These abraded contusions at his face and head are characteristic of a baseball bat impact. Note the oval contusion with sparing of the central aspect with overlying abrasion. Also note the abraded central region.
C:\Users\valak\Desktop\thesis\images\page_220_image_1.png,This elderly women had a history of an unsteady gait associated with Parkinson’s disease and remote stroke. She was found in her apartment with several impact injuries to her scalp. It was initially thought by investigators that she had fallen several times and possibly suffered a heart attack. Further examination of her scalp revealed more lacerations and impacts that were initially not observed at the scene due to poor lighting and dried blood matted in her scalp hair. These scalp lacerations were produced by being struck with a hammer head.
C:\Users\valak\Desktop\thesis\images\page_220_image_2.png,This elderly women had a history of an unsteady gait associated with Parkinson’s disease and remote stroke. She was found in her apartment with several impact injuries to her scalp. It was initially thought by investigators that she had fallen several times and possibly suffered a heart attack. Further examination of her scalp revealed more lacerations and impacts that were initially not observed at the scene due to poor lighting and dried blood matted in her scalp hair. These scalp lacerations were produced by being struck with a hammer head.
C:\Users\valak\Desktop\thesis\images\page_220_image_3.png,This elderly women had a history of an unsteady gait associated with Parkinson’s disease and remote stroke. She was found in her apartment with several impact injuries to her scalp. It was initially thought by investigators that she had fallen several times and possibly suffered a heart attack. Further examination of her scalp revealed more lacerations and impacts that were initially not observed at the scene due to poor lighting and dried blood matted in her scalp hair. These scalp lacerations were produced by being struck with a hammer head.
C:\Users\valak\Desktop\thesis\images\page_220_image_4.png,This elderly women had a history of an unsteady gait associated with Parkinson’s disease and remote stroke. She was found in her apartment with several impact injuries to her scalp. It was initially thought by investigators that she had fallen several times and possibly suffered a heart attack. Further examination of her scalp revealed more lacerations and impacts that were initially not observed at the scene due to poor lighting and dried blood matted in her scalp hair. These scalp lacerations were produced by being struck with a hammer head.
C:\Users\valak\Desktop\thesis\images\page_221_image_1.png,"Depressed skull fractures due to multiple impacts with the head and claw of a hammer. Standard household hammer heads have a diameter of 3/4 to 1 inch, and the injuries on the skull tend to reflect this."
C:\Users\valak\Desktop\thesis\images\page_221_image_2.png,"Depressed skull fractures due to multiple impacts with the head and claw of a hammer. Standard household hammer heads have a diameter of 3/4 to 1 inch, and the injuries on the skull tend to reflect this."
C:\Users\valak\Desktop\thesis\images\page_221_image_3.png,"Depressed skull fractures due to multiple impacts with the head and claw of a hammer. Standard household hammer heads have a diameter of 3/4 to 1 inch, and the injuries on the skull tend to reflect this."
C:\Users\valak\Desktop\thesis\images\page_221_image_4.png,"Depressed skull fractures due to multiple impacts with the head and claw of a hammer. Standard household hammer heads have a diameter of 3/4 to 1 inch, and the injuries on the skull tend to reflect this."
C:\Users\valak\Desktop\thesis\images\page_222_image_1.png,This individual was assaulted by multiple people including one with a bicycle chain. These injuries are characteristic for bicycle chain impacts.
C:\Users\valak\Desktop\thesis\images\page_222_image_2.png,This individual was assaulted by multiple people including one with a bicycle chain. These injuries are characteristic for bicycle chain impacts.
C:\Users\valak\Desktop\thesis\images\page_222_image_3.png,This individual was assaulted by multiple people including one with a bicycle chain. These injuries are characteristic for bicycle chain impacts.
C:\Users\valak\Desktop\thesis\images\page_222_image_4.png,This individual was assaulted by multiple people including one with a bicycle chain. These injuries are characteristic for bicycle chain impacts.
C:\Users\valak\Desktop\thesis\images\page_223_image_1.png,This individual was found naked from the waist down in an abandoned pipe yard. She had multiple defects to her scalp with exposed bone and extensive maggot and animal feeding. Careful inspection of the skull revealed a 1/4” linear fracture of the superior temporal bone with a 1/16” roughly square indentation. Further investigation of the scene revealed a board with a nail at the other side of the yard. Further testing confirmed this was the murder weapon.
